fold,no,clay,silt,sand,BD,omc,hhpa,pF,VWC
3,1090,13.4,34.7,52,1.05,1.78,430.53,2.63,32
3,1022,33.9,29.7,36,1.01,0.54,59.7,1.78,49
3,112,28,38.5,33.5,0.68,6.2,138,2.218045795,56.5
3,1025,40.9,23.5,36,0.94,1.21,1233.1,3.09,27
3,1013,49.5,26.7,24,0.81,1.74,9.46,0.98,66
3,1044,48.6,31.4,20,0.86,0.76,114.55,2.06,41
3,1088,18.8,33,48,0.94,0.84,274.79,2.44,34
3,1022,33.9,29.7,36,1.01,0.54,151.01,2.18,39
3,85,17.7,44.2,38.1,1.39,1.9,24,1.45837795,44.9
3,47,12.4,70.9,16.7,1.18,1.3,37.1,1.647540618,36.5
3,85,17.7,44.2,38.1,1.39,1.9,147.9,2.248134882,32.9
3,89,0,0.2,99.8,1.4,0.7,85.1,2.008096268,18.1
3,1089,13.4,30.6,56,0.98,1.49,1.2,0.08,46
3,59,10.4,64.8,24.8,1.37,4.5,34.1,1.610921087,41.7
3,89,0,0.2,99.8,1.4,0.7,18.6,1.347679652,44.1
3,1024,37.8,30,32,0.93,0.89,6.08,0.78,63
3,1024,37.8,30,32,0.93,0.89,26.98,1.43,60
3,42,18.5,73.1,8.4,1.13,5.5,540.6,2.81104275,37.2
3,1007,46,35.7,18,0.95,1.31,119.4,2.08,46
3,1022,33.9,29.7,36,1.01,0.54,27.48,1.44,54
3,96,48,48.1,3.9,0.92,8.19,10.7,1.107550486,55.1
3,107,6.3,49,44.7,1.48,0.9,12.3,1.16807182,35.5
3,155,26.9,61.3,11.8,1.56,2.8,38.4,1.662497933,41.7
3,11,60,33.4,6.6,1.52,3.61,588.3,2.847765557,54.5
3,1087,19.7,40.9,39,0.96,1.3,40.55,1.61,47
3,42,18.5,73.1,8.4,1.13,5.5,1756.5,3.322814862,29
3,169,10,69.4,20.6,1.21,1.8,40.4,1.684548073,40.8
3,87,12.8,71.9,15.3,1.2,0.01,18.6,1.347679652,53.1
3,2,11.1,77,11.9,1.2,0.01,32,1.583316686,50
3,89,0,0.2,99.8,1.4,0.7,44.7,1.728474231,42.4
3,1022,33.9,29.7,36,1.01,0.54,74.64,1.87,46
3,106,4,16.4,79.6,1.44,0.01,93.3,2.048048352,26
3,85,17.7,44.2,38.1,1.39,1.9,1.1,0.119559393,47.7
3,122,5,35.7,59.3,1.45,0,138,2.218045795,23.9
3,154,16,54.4,29.6,1.62,2.8,172.6,2.3152075,35
3,107,6.3,49,44.7,1.48,0.9,10.5,1.099356007,35.7
3,154,16,54.4,29.6,1.62,2.8,46.5,1.745619661,38.1
3,87,12.8,71.9,15.3,1.2,0.01,794.3,2.978151271,21.2
3,1044,48.6,31.4,20,0.86,0.76,75.51,1.88,47
3,87,12.8,71.9,15.3,1.2,0.01,39.8,1.67804978,51.2
3,1007,46,35.7,18,0.95,1.31,484.17,2.69,36
3,98,17.7,67.9,14.4,1.11,2.6,436.5,2.718150956,24.7
3,85,17.7,44.2,38.1,1.39,1.9,13.2,1.198740639,46.5
3,112,28,38.5,33.5,0.68,6.2,6.9,0.917015799,75.3
3,1030,41.6,27.9,31,0.87,2.43,21.23,1.33,62
3,154,16,54.4,29.6,1.62,2.8,555.9,2.823163382,30.7
3,24,20.3,65,14.7,1.53,0.89,18,1.333439213,40.9
3,1088,18.8,33,48,0.94,0.84,4.03,0.61,48
3,169,10,69.4,20.6,1.21,1.8,54.1,1.811363973,40
3,1039,41.8,32.5,26,0.84,0.64,29.17,1.47,62
3,154,16,54.4,29.6,1.62,2.8,138,2.218045795,37.1
3,1017,38.9,23.3,38,1.16,1.1,1.43,0.15,59
3,151,24,44.7,31.3,1.48,0.2,57.7,1.839342521,38.1
3,1044,48.6,31.4,20,0.86,0.76,10.94,1.04,65
3,154,16,54.4,29.6,1.62,2.8,580.8,2.842193316,30.5
3,42,18.5,73.1,8.4,1.13,5.5,328.1,2.594172939,40.9
3,24,20.3,65,14.7,1.53,0.89,545.7,2.815120662,36
3,107,6.3,49,44.7,1.48,0.9,46.8,1.748412561,32
3,122,5,35.7,59.3,1.45,0,95.1,2.056347225,28.8
3,103,9.1,48.4,42.5,1.27,0.01,501.2,2.77817777,24.5
3,154,16,54.4,29.6,1.62,2.8,306.9,2.565163597,33
3,1087,19.7,40.9,39,0.96,1.3,109.9,2.04,43
3,57,20.3,55.6,24.1,1.09,4.5,1051.8,3.100099875,26.9
3,1071,14.1,27.5,58,1.18,0.84,435.51,2.64,22
3,85,17.7,44.2,38.1,1.39,1.9,3,0.555287963,47.5
3,122,5,35.7,59.3,1.45,0,27.7,1.520646477,38.5
3,85,17.7,44.2,38.1,1.39,1.9,6309.6,3.878168536,19.3
3,98,17.7,67.9,14.4,1.11,2.6,21.4,1.408580482,46.7
3,14,24.3,61.2,14.5,1.68,5.85,222,2.424519683,34.2
3,42,18.5,73.1,8.4,1.13,5.5,657.2,2.895864263,35.7
3,112,28,38.5,33.5,0.68,6.2,660.7,2.898171015,45.6
3,1058,51.8,27.5,21,0.78,1.67,133.97,2.13,39
3,1089,13.4,30.6,56,0.98,1.49,5.58,0.75,46
3,1089,13.4,30.6,56,0.98,1.49,576.77,2.76,25
3,57,20.3,55.6,24.1,1.09,4.5,586.9,2.846730818,28.4
3,57,20.3,55.6,24.1,1.09,4.5,15.1,1.257143655,41
3,89,0,0.2,99.8,1.4,0.7,169.8,2.308104394,13.3
3,1022,33.9,29.7,36,1.01,0.54,1.33,0.13,57
3,136,10.6,55.7,33.7,1.01,6,365.6,2.641172895,26.6
3,59,10.4,64.8,24.8,1.37,4.5,703.1,2.925183806,30.8
3,87,12.8,71.9,15.3,1.2,0.01,42.7,1.708594583,51
3,85,17.7,44.2,38.1,1.39,1.9,11.2,1.127384731,46.7
3,136,10.6,55.7,33.7,1.01,6,5,0.777136713,61.8
3,1088,18.8,33,48,0.94,0.84,77.8,1.89,42
3,1089,13.4,30.6,56,0.98,1.49,5.38,0.73,46
3,112,28,38.5,33.5,0.68,6.2,24.5,1.467332793,70.3
3,1087,19.7,40.9,39,0.96,1.3,54.08,1.73,46
3,1007,46,35.7,18,0.95,1.31,599.79,2.78,35
3,42,18.5,73.1,8.4,1.13,5.5,1360.2,3.211769479,30.1
3,1024,37.8,30,32,0.93,0.89,346.74,2.54,33
3,48,12.4,70.9,16.7,1.53,1.3,282.6,2.529338866,30
3,1007,46,35.7,18,0.95,1.31,642.69,2.81,34
3,57,20.3,55.6,24.1,1.09,4.5,202.7,2.385020457,31.6
3,1044,48.6,31.4,20,0.86,0.76,156.68,2.2,38
3,89,0,0.2,99.8,1.4,0.7,104.7,2.09811339,15
3,1007,46,35.7,18,0.95,1.31,78.52,1.9,51
3,1058,51.8,27.5,21,0.78,1.67,27.42,1.44,63
3,96,48,48.1,3.9,0.92,8.19,4,0.680226699,58.8
3,98,17.7,67.9,14.4,1.11,2.6,138,2.218045795,32.3
3,154,16,54.4,29.6,1.62,2.8,130.9,2.195106355,36.9
3,1087,19.7,40.9,39,0.96,1.3,116.14,2.07,43
3,85,17.7,44.2,38.1,1.39,1.9,36.3,1.638073333,42.6
3,151,24,44.7,31.3,1.48,0.2,156,2.271291307,33.8
3,85,17.7,44.2,38.1,1.39,1.9,5.6,0.826354735,47.2
3,103,9.1,48.4,42.5,1.27,0.01,398.1,2.678158886,26.2
3,103,9.1,48.4,42.5,1.27,0.01,239.9,2.458196956,29.9
3,85,17.7,44.2,38.1,1.39,1.9,4.8,0.759407946,47.3
3,12,0,2.8,97.2,1.22,0.01,4.3,0.711635164,48.3
3,1044,48.6,31.4,20,0.86,0.76,36.31,1.56,59
3,98,17.7,67.9,14.4,1.11,2.6,169.8,2.308104394,30.9
3,42,18.5,73.1,8.4,1.13,5.5,444.4,2.725940758,38.6
3,1058,51.8,27.5,21,0.78,1.67,25.7,1.41,64
3,1013,49.5,26.7,24,0.81,1.74,13.84,1.14,65
3,1014,41.5,26.9,32,0.96,0.32,29.17,1.47,56
3,1017,38.9,23.3,38,1.16,1.1,73.62,1.87,54
3,34,16,41.1,42.9,1.58,3.66,317.2,2.579499887,30.9
3,169,10,69.4,20.6,1.21,1.8,13,1.19211006,44.8
3,136,10.6,55.7,33.7,1.01,6,113.8,2.13430897,45.6
3,1025,40.9,23.5,36,0.94,1.21,50.93,1.71,53
3,57,20.3,55.6,24.1,1.09,4.5,14.2,1.230455053,41.2
3,154,16,54.4,29.6,1.62,2.8,168.7,2.305281791,35.1
3,1089,13.4,30.6,56,0.98,1.49,19.19,1.28,45
3,107,6.3,49,44.7,1.48,0.9,89.1,2.028044412,23.4
3,1007,46,35.7,18,0.95,1.31,90.99,1.96,49
3,151,24,44.7,31.3,1.48,0.2,37.6,1.653354553,39.3
3,1039,41.8,32.5,26,0.84,0.64,34.51,1.54,59
3,1089,13.4,30.6,56,0.98,1.49,833.68,2.92,21
3,169,10,69.4,20.6,1.21,1.8,424.6,2.706146698,24.5
3,12,0,2.8,97.2,1.22,0.01,29.4,1.546514039,42.5
3,1014,41.5,26.9,32,0.96,0.32,3.86,0.59,60
3,87,12.8,71.9,15.3,1.2,0.01,575.4,2.838136566,24.7
3,1022,33.9,29.7,36,1.01,0.54,178.24,2.25,37
3,1024,37.8,30,32,0.93,0.89,119.95,2.08,42
3,1022,33.9,29.7,36,1.01,0.54,41.4,1.62,52
3,1039,41.8,32.5,26,0.84,0.64,59.84,1.78,50
3,1030,41.6,27.9,31,0.87,2.43,3.12,0.49,65
3,1058,51.8,27.5,21,0.78,1.67,10.26,1.01,68
3,57,20.3,55.6,24.1,1.09,4.5,3.1,0.569528402,44
3,98,17.7,67.9,14.4,1.11,2.6,676.1,2.908177644,20.9
3,14,24.3,61.2,14.5,1.68,5.85,240,2.45837795,34.1
3,89,0,0.2,99.8,1.4,0.7,52.5,1.798326012,41.3
3,144,23.4,51.2,25.4,1.08,8,30.6,1.563888135,46.9
3,1058,51.8,27.5,21,0.78,1.67,30.41,1.48,61
3,1087,19.7,40.9,39,0.96,1.3,33.65,1.53,47
3,112,28,38.5,33.5,0.68,6.2,32.4,1.588711718,68.5
3,98,17.7,67.9,14.4,1.11,2.6,380.2,2.658178821,25.7
3,1090,13.4,34.7,52,1.05,1.78,65.46,1.82,49
3,107,6.3,49,44.7,1.48,0.9,36.3,1.638073333,32.9
3,106,4,16.4,79.6,1.44,0.01,120.2,2.158071176,18.4
3,122,5,35.7,59.3,1.45,0,314.8,2.576201432,15.1
3,112,28,38.5,33.5,0.68,6.2,35.5,1.628395061,67.9
3,57,20.3,55.6,24.1,1.09,4.5,4246.7,3.70621829,23
3,42,18.5,73.1,8.4,1.13,5.5,1806.7,3.335052753,28.9
3,59,10.4,64.8,24.8,1.37,4.5,512.9,2.788199407,32
3,1088,18.8,33,48,0.94,0.84,579.43,2.76,25
3,1024,37.8,30,32,0.93,0.89,0.01,-2,63
3,1007,46,35.7,18,0.95,1.31,34.91,1.54,59
3,1013,49.5,26.7,24,0.81,1.74,53.33,1.73,51
3,1089,13.4,30.6,56,0.98,1.49,85.11,1.93,42
3,87,12.8,71.9,15.3,1.2,0.01,199.5,2.378109608,40.9
3,14,24.3,61.2,14.5,1.68,5.85,286.2,2.534836338,33.8
3,57,20.3,55.6,24.1,1.09,4.5,12.3,1.16807182,41.6
3,106,4,16.4,79.6,1.44,0.01,63.1,1.878196067,40.4
3,107,6.3,49,44.7,1.48,0.9,41.7,1.698302763,30.9
3,1014,41.5,26.9,32,0.96,0.32,21.88,1.34,57
3,112,28,38.5,33.5,0.68,6.2,2.9,0.540564706,75.9
3,1022,33.9,29.7,36,1.01,0.54,130.62,2.12,40
3,112,28,38.5,33.5,0.68,6.2,208.9,2.398105148,53.4
3,1044,48.6,31.4,20,0.86,0.76,99.31,2,43
3,1017,38.9,23.3,38,1.16,1.1,451.86,2.66,36
3,57,20.3,55.6,24.1,1.09,4.5,3940.6,3.673729061,23.3
3,24,20.3,65,14.7,1.53,0.89,92.9,2.046182422,39.3
3,1024,37.8,30,32,0.93,0.89,93.97,1.97,46
3,1087,19.7,40.9,39,0.96,1.3,124.74,2.1,43
3,1022,33.9,29.7,36,1.01,0.54,3.37,0.53,57
3,1022,33.9,29.7,36,1.01,0.54,51.05,1.71,50
3,59,10.4,64.8,24.8,1.37,4.5,74.6,1.950905536,39.1
3,85,17.7,44.2,38.1,1.39,1.9,239.9,2.458196956,30.6
3,12,0,2.8,97.2,1.22,0.01,279.5,2.52454852,30.6
3,169,10,69.4,20.6,1.21,1.8,147.6,2.247253066,34.5
3,1087,19.7,40.9,39,0.96,1.3,480.84,2.68,31
3,1090,13.4,34.7,52,1.05,1.78,196.79,2.29,42
3,57,20.3,55.6,24.1,1.09,4.5,83.6,2.000372986,34.8
3,1013,49.5,26.7,24,0.81,1.74,114.82,2.06,39
3,57,20.3,55.6,24.1,1.09,4.5,306.4,2.564455469,30.3
3,1071,14.1,27.5,58,1.18,0.84,47.97,1.68,49
3,136,10.6,55.7,33.7,1.01,6,142.6,2.232286234,41.1
3,59,10.4,64.8,24.8,1.37,4.5,11.7,1.14635257,44.7
3,85,17.7,44.2,38.1,1.39,1.9,32.4,1.588711718,43.4
3,89,0,0.2,99.8,1.4,0.7,23.4,1.447382566,43.9
3,59,10.4,64.8,24.8,1.37,4.5,559.8,2.826199602,31.6
3,136,10.6,55.7,33.7,1.01,6,5.8,0.841594702,61.5
3,85,17.7,44.2,38.1,1.39,1.9,93.3,2.048048352,35.8
3,1017,38.9,23.3,38,1.16,1.1,118.85,2.08,48
3,14,24.3,61.2,14.5,1.68,5.85,273.9,2.51575874,33.9
3,155,26.9,61.3,11.8,1.56,2.8,4,0.680226699,42.6
3,1014,41.5,26.9,32,0.96,0.32,20.09,1.3,57
3,106,4,16.4,79.6,1.44,0.01,7.2,0.935499205,43.3
3,107,6.3,49,44.7,1.48,0.9,46.8,1.748412561,31.1
3,98,17.7,67.9,14.4,1.11,2.6,11.7,1.14635257,50.5
3,98,17.7,67.9,14.4,1.11,2.6,40.7,1.687761117,41.4
3,112,28,38.5,33.5,0.68,6.2,49,1.768362788,65.2
3,57,20.3,55.6,24.1,1.09,4.5,70,1.923264748,35.5
3,107,6.3,49,44.7,1.48,0.9,51.3,1.788284073,31.6
3,1025,40.9,23.5,36,0.94,1.21,77.27,1.89,47
3,1014,41.5,26.9,32,0.96,0.32,36.31,1.56,54
3,1058,51.8,27.5,21,0.78,1.67,38.99,1.59,55
3,1090,13.4,34.7,52,1.05,1.78,61.8,1.79,49
3,103,9.1,48.4,42.5,1.27,0.01,3.5,0.622234753,47.2
3,1030,41.6,27.9,31,0.87,2.43,19.05,1.28,63
3,136,10.6,55.7,33.7,1.01,6,121.6,2.163100283,44.6
3,57,20.3,55.6,24.1,1.09,4.5,31.9,1.581957391,38.7
3,96,48,48.1,3.9,0.92,8.19,22.9,1.438002191,48.7
3,1017,38.9,23.3,38,1.16,1.1,46.24,1.67,57
3,42,18.5,73.1,8.4,1.13,5.5,739,2.946811147,34.7
3,112,28,38.5,33.5,0.68,6.2,302,2.558173651,50.8
3,85,17.7,44.2,38.1,1.39,1.9,1.4,0.224294744,47.7
3,1058,51.8,27.5,21,0.78,1.67,24.21,1.38,68
3,1088,18.8,33,48,0.94,0.84,81.85,1.91,42
3,1088,18.8,33,48,0.94,0.84,66.68,1.82,44
3,98,17.7,67.9,14.4,1.11,2.6,851.1,3.008147299,19.5
3,136,10.6,55.7,33.7,1.01,6,25.2,1.479567249,57.3
3,107,6.3,49,44.7,1.48,0.9,22.9,1.438002191,34.4
3,42,18.5,73.1,8.4,1.13,5.5,1266.8,3.180874763,30.4
3,96,48,48.1,3.9,0.92,8.19,61.7,1.868451872,39.5
3,1044,48.6,31.4,20,0.86,0.76,592.93,2.77,31
3,11,60,33.4,6.6,1.52,3.61,267.2,2.505003162,56.6
3,1017,38.9,23.3,38,1.16,1.1,153.46,2.19,45
3,1089,13.4,30.6,56,0.98,1.49,146.22,2.17,39
3,144,23.4,51.2,25.4,1.08,8,6,0.856317959,53.8
3,1007,46,35.7,18,0.95,1.31,37.41,1.57,59
3,154,16,54.4,29.6,1.62,2.8,18.5,1.345338437,38.4
3,136,10.6,55.7,33.7,1.01,6,296.5,2.550191406,29.3
3,1030,41.6,27.9,31,0.87,2.43,44.57,1.65,52
3,57,20.3,55.6,24.1,1.09,4.5,9.7,1.064938442,42.1
3,1058,51.8,27.5,21,0.78,1.67,39.81,1.6,54
3,47,12.4,70.9,16.7,1.18,1.3,43.6,1.717653197,35.7
3,1030,41.6,27.9,31,0.87,2.43,183.65,2.26,38
3,1044,48.6,31.4,20,0.86,0.76,62.52,1.8,50
3,169,10,69.4,20.6,1.21,1.8,246.6,2.47015978,29.9
3,42,18.5,73.1,8.4,1.13,5.5,1551.5,3.268918488,29.5
3,57,20.3,55.6,24.1,1.09,4.5,163.1,2.290620669,32.3
3,59,10.4,64.8,24.8,1.37,4.5,20.6,1.392033929,43.3
3,42,18.5,73.1,8.4,1.13,5.5,187.4,2.350936295,44.9
3,1007,46,35.7,18,0.95,1.31,304.79,2.48,39
3,3,13,62.5,24.5,1.28,4.82,55,1.818529398,40.5
3,112,28,38.5,33.5,0.68,6.2,93.3,2.048048352,59.9
3,85,17.7,44.2,38.1,1.39,1.9,83.2,1.998290034,36.7
3,122,5,35.7,59.3,1.45,0,93.1,2.047116389,29.1
3,14,24.3,61.2,14.5,1.68,5.85,500,2.777136713,32.5
3,1030,41.6,27.9,31,0.87,2.43,64.27,1.81,47
3,24,20.3,65,14.7,1.53,0.89,136.3,2.212662564,38.8
3,151,24,44.7,31.3,1.48,0.2,151,2.257143655,34
3,136,10.6,55.7,33.7,1.01,6,64.7,1.889070989,53.4
3,89,0,0.2,99.8,1.4,0.7,151.4,2.258292583,13.6
3,1024,37.8,30,32,0.93,0.89,57.81,1.76,54
3,1088,18.8,33,48,0.94,0.84,75.86,1.88,43
3,3,13,62.5,24.5,1.28,4.82,2.8,0.52532474,47
3,1087,19.7,40.9,39,0.96,1.3,52.12,1.72,46
3,155,26.9,61.3,11.8,1.56,2.8,220.3,2.421181205,38.1
3,1090,13.4,34.7,52,1.05,1.78,63.97,1.81,49
3,136,10.6,55.7,33.7,1.01,6,599.8,2.85617317,21.6
3,151,24,44.7,31.3,1.48,0.2,22.9,1.438002191,40.6
3,112,28,38.5,33.5,0.68,6.2,30.9,1.568125188,68.8
3,1039,41.8,32.5,26,0.84,0.64,113.5,2.06,42
3,1090,13.4,34.7,52,1.05,1.78,497.74,2.7,31
3,1039,41.8,32.5,26,0.84,0.64,84.72,1.93,45
3,57,20.3,55.6,24.1,1.09,4.5,137.7,2.217100648,32.8
3,144,23.4,51.2,25.4,1.08,8,57.3,1.83632133,44.9
3,1088,18.8,33,48,0.94,0.84,85.11,1.93,43
3,98,17.7,67.9,14.4,1.11,2.6,407.4,2.688187733,25.2
3,1025,40.9,23.5,36,0.94,1.21,46.24,1.67,54
3,1022,33.9,29.7,36,1.01,0.54,439.54,2.64,31
3,1039,41.8,32.5,26,0.84,0.64,14.89,1.17,67
3,1017,38.9,23.3,38,1.16,1.1,75.34,1.88,54
3,42,18.5,73.1,8.4,1.13,5.5,785.3,2.973202306,34.2
3,89,0,0.2,99.8,1.4,0.7,37.2,1.648709648,43.3
3,151,24,44.7,31.3,1.48,0.2,40.9,1.689890016,39
3,155,26.9,61.3,11.8,1.56,2.8,227,2.434192565,37.9
3,151,24,44.7,31.3,1.48,0.2,184.1,2.343220497,32.7
3,42,18.5,73.1,8.4,1.13,5.5,1335.1,3.203680504,30.2
3,112,28,38.5,33.5,0.68,6.2,346.7,2.61812055,49.9
3,1089,13.4,30.6,56,0.98,1.49,89.13,1.95,41
3,98,17.7,67.9,14.4,1.11,2.6,28.8,1.537559196,44.2
3,151,24,44.7,31.3,1.48,0.2,160.7,2.284182585,33.6
3,155,26.9,61.3,11.8,1.56,2.8,144.9,2.239235094,39.5
3,1088,18.8,33,48,0.94,0.84,548.28,2.74,26
3,1089,13.4,30.6,56,0.98,1.49,34.51,1.54,44
3,1013,49.5,26.7,24,0.81,1.74,226.46,2.36,35
3,1025,40.9,23.5,36,0.94,1.21,24.89,1.4,60
3,14,24.3,61.2,14.5,1.68,5.85,104.1,2.095617438,35.2
3,1017,38.9,23.3,38,1.16,1.1,421.7,2.63,36
3,87,12.8,71.9,15.3,1.2,0.01,7.4,0.947398428,54.1
3,1058,51.8,27.5,21,0.78,1.67,33.27,1.52,58
3,155,26.9,61.3,11.8,1.56,2.8,250,2.476106717,37.4
3,103,9.1,48.4,42.5,1.27,0.01,9.5,1.055890313,45.1
3,103,9.1,48.4,42.5,1.27,0.01,138,2.218045795,34.3
3,14,24.3,61.2,14.5,1.68,5.85,320.4,2.583859216,33.6
3,24,20.3,65,14.7,1.53,0.89,148.1,2.248721767,38.7
3,1039,41.8,32.5,26,0.84,0.64,619.44,2.79,32
3,112,28,38.5,33.5,0.68,6.2,74.1,1.947984916,61.8
3,1039,41.8,32.5,26,0.84,0.64,68.08,1.83,48
3,57,20.3,55.6,24.1,1.09,4.5,170.3,2.309381356,32.1
3,59,10.4,64.8,24.8,1.37,4.5,8,0.981256695,46.6
3,106,4,16.4,79.6,1.44,0.01,524.8,2.798160535,8
3,155,26.9,61.3,11.8,1.56,2.8,28.8,1.537559196,42.1
3,106,4,16.4,79.6,1.44,0.01,158.5,2.278195975,13.9
3,87,12.8,71.9,15.3,1.2,0.01,195,2.36820132,41.3
3,1022,33.9,29.7,36,1.01,0.54,31.19,1.49,54
3,1025,40.9,23.5,36,0.94,1.21,114.55,2.06,41
3,154,16,54.4,29.6,1.62,2.8,665.3,2.901184232,30
3,154,16,54.4,29.6,1.62,2.8,26.4,1.499770635,38.3
3,96,48,48.1,3.9,0.92,8.19,18.2,1.338238096,51.1
3,1088,18.8,33,48,0.94,0.84,382.82,2.58,30
3,2,11.1,77,11.9,1.2,0.01,10,1.078166708,51.6
3,1013,49.5,26.7,24,0.81,1.74,29.11,1.46,61
3,112,28,38.5,33.5,0.68,6.2,16.2,1.287681723,72.3
3,1014,41.5,26.9,32,0.96,0.32,24.32,1.39,57
3,1044,48.6,31.4,20,0.86,0.76,36.73,1.57,59
3,14,24.3,61.2,14.5,1.68,5.85,159.1,2.279836888,34.7
3,103,9.1,48.4,42.5,1.27,0.01,87.1,2.018184863,37.6
3,169,10,69.4,20.6,1.21,1.8,955,3.05817008,18.6
3,1089,13.4,30.6,56,0.98,1.49,67.61,1.83,43
3,151,24,44.7,31.3,1.48,0.2,16.5,1.295650652,41.5
3,89,0,0.2,99.8,1.4,0.7,199.5,2.378109608,13
3,1089,13.4,30.6,56,0.98,1.49,404.58,2.61,28
3,136,10.6,55.7,33.7,1.01,6,110.7,2.122314329,46
3,57,20.3,55.6,24.1,1.09,4.5,58.7,1.846804809,36.3
3,14,24.3,61.2,14.5,1.68,5.85,257.8,2.489449621,34
3,106,4,16.4,79.6,1.44,0.01,75.9,1.958408484,35.2
3,1017,38.9,23.3,38,1.16,1.1,6011.74,3.78,21
3,1013,49.5,26.7,24,0.81,1.74,32.14,1.51,60
3,3,13,62.5,24.5,1.28,4.82,257.1,2.488268785,35.3
3,112,28,38.5,33.5,0.68,6.2,89.1,2.028044412,60.3
3,169,10,69.4,20.6,1.21,1.8,505.8,2.782145533,22.9
3,1014,41.5,26.9,32,0.96,0.32,91.62,1.96,42
3,59,10.4,64.8,24.8,1.37,4.5,17.2,1.313695155,43.9
3,89,0,0.2,99.8,1.4,0.7,60.3,1.85848402,39
3,1071,14.1,27.5,58,1.18,0.84,94.84,1.98,42
3,136,10.6,55.7,33.7,1.01,6,468.8,2.749154311,23.9
3,89,0,0.2,99.8,1.4,0.7,79.4,1.977987211,19.8
3,151,24,44.7,31.3,1.48,0.2,281.8,2.528107697,30.5
3,1039,41.8,32.5,26,0.84,0.64,167.49,2.22,39
3,1089,13.4,30.6,56,0.98,1.49,8.07,0.91,45
3,1039,41.8,32.5,26,0.84,0.64,22.75,1.36,64
3,169,10,69.4,20.6,1.21,1.8,98.4,2.071161807,37.1
3,1089,13.4,30.6,56,0.98,1.49,391.74,2.59,29
3,1071,14.1,27.5,58,1.18,0.84,14.39,1.16,50
3,1088,18.8,33,48,0.94,0.84,62.09,1.79,44
3,34,16,41.1,42.9,1.58,3.66,208.1,2.396438788,33.7
3,144,23.4,51.2,25.4,1.08,8,5.5,0.818529398,53.6
3,1022,33.9,29.7,36,1.01,0.54,91.62,1.96,44
3,98,17.7,67.9,14.4,1.11,2.6,102.3,2.088042342,34.3
3,98,17.7,67.9,14.4,1.11,2.6,8.1,0.986651727,52.1
3,1039,41.8,32.5,26,0.84,0.64,43.35,1.64,56
3,14,24.3,61.2,14.5,1.68,5.85,47.5,1.754860318,35.6
3,122,5,35.7,59.3,1.45,0,50.6,1.782317225,36
3,106,4,16.4,79.6,1.44,0.01,1.9,0.356920309,44.1
3,122,5,35.7,59.3,1.45,0,8.2,0.991980561,39.9
3,106,4,16.4,79.6,1.44,0.01,85.1,2.008096268,30.3
3,89,0,0.2,99.8,1.4,0.7,60.3,1.85848402,38.7
3,1088,18.8,33,48,0.94,0.84,182.81,2.26,37
3,1039,41.8,32.5,26,0.84,0.64,65.77,1.82,49
3,1013,49.5,26.7,24,0.81,1.74,164.44,2.22,37
3,57,20.3,55.6,24.1,1.09,4.5,1215.9,3.163064567,26.5
3,57,20.3,55.6,24.1,1.09,4.5,132.3,2.199726552,33
3,122,5,35.7,59.3,1.45,0,33.7,1.605796609,37.9
3,42,18.5,73.1,8.4,1.13,5.5,2227.4,3.425964923,28
3,98,17.7,67.9,14.4,1.11,2.6,63.1,1.878196067,38
3,144,23.4,51.2,25.4,1.08,8,16.2,1.287681723,49.2
3,1022,33.9,29.7,36,1.01,0.54,267.92,2.43,34
3,64,11.3,72.3,16.4,1.39,0.34,46.8,1.748412561,41.3
3,1088,18.8,33,48,0.94,0.84,87.3,1.94,42
3,14,24.3,61.2,14.5,1.68,5.85,534.3,2.805951882,32.4
3,106,4,16.4,79.6,1.44,0.01,8.7,1.017685961,43.9
3,107,6.3,49,44.7,1.48,0.9,49,1.768362788,31.8
3,103,9.1,48.4,42.5,1.27,0.01,91.2,2.038161546,37.3
3,106,4,16.4,79.6,1.44,0.01,32.4,1.588711718,42.4
3,151,24,44.7,31.3,1.48,0.2,7.4,0.947398428,41.9
3,59,10.4,64.8,24.8,1.37,4.5,12,1.157347954,46.4
3,1044,48.6,31.4,20,0.86,0.76,55.98,1.75,52
3,1017,38.9,23.3,38,1.16,1.1,142.23,2.15,46
3,1090,13.4,34.7,52,1.05,1.78,255.27,2.41,39
3,154,16,54.4,29.6,1.62,2.8,5.2,0.794170052,38.6
3,59,10.4,64.8,24.8,1.37,4.5,441.6,2.723195773,32.6
3,151,24,44.7,31.3,1.48,0.2,123,2.16807182,35.2
3,57,20.3,55.6,24.1,1.09,4.5,8.1,0.986651727,42.7
3,1039,41.8,32.5,26,0.84,0.64,17.46,1.24,65
3,1058,51.8,27.5,21,0.78,1.67,53.09,1.73,49
3,24,20.3,65,14.7,1.53,0.89,33.8,1.607083408,40.3
3,1013,49.5,26.7,24,0.81,1.74,37.58,1.58,57
3,1087,19.7,40.9,39,0.96,1.3,96.61,1.99,44
3,14,24.3,61.2,14.5,1.68,5.85,330.7,2.597600903,33.5
3,1030,41.6,27.9,31,0.87,2.43,152.76,2.18,39
3,1024,37.8,30,32,0.93,0.89,71.29,1.85,51
3,1024,37.8,30,32,0.93,0.89,125.03,2.1,42
3,85,17.7,44.2,38.1,1.39,1.9,407.4,2.688187733,28.2
3,85,17.7,44.2,38.1,1.39,1.9,912,3.038161546,25.6
3,24,20.3,65,14.7,1.53,0.89,415.3,2.696528639,36.8
